TABLE_SCHEMA,TABLE_NAME,COLUMN_NAME,ORDINAL_POSITION,DATA_TYPE,CHARACTER_MAXIMUM_LENGTH,NUMERIC_PRECISION,NUMERIC_SCALE,DATETIME_PRECISION,IS_NULLABLE
GoTicketsMembership,MicrosoftAdsCampaignMembershipHistory,AccountId,2,bigint,NULL,19,0,NULL,NO
GoTicketsMembership,MicrosoftAdsCampaignMembershipHistory,ValidFromUtc,3,datetime2,NULL,NULL,NULL,6,NO
GoTicketsMembership,MicrosoftAdsCampaignMembershipHistory,ValidToUtc,4,datetime2,NULL,NULL,NULL,6,NO
GoTicketsMembership,MicrosoftAdsCampaignMembershipHistory,SourceChangedTimestampUtc,5,datetime2,NULL,NULL,NULL,6,NO
GoTicketsMembership,MicrosoftAdsCampaignMembershipHistory,CreatedTimestampUtc,6,datetime2,NULL,NULL,NULL,6,NO
GoTicketsOrderMetric,EventOrderMetric,EventId,1,bigint,NULL,19,0,NULL,NO
GoTicketsOrderMetric,EventOrderMetric,CalendarId,2,bigint,NULL,19,0,NULL,NO
GoTicketsOrderMetric,EventOrderMetric,Quantity,3,int,NULL,10,0,NULL,NO
GoTicketsOrderMetric,EventOrderMetric,OriginalCostTotal,4,decimal,NULL,18,2,NULL,NO
GoTicketsOrderMetric,EventOrderMetric,OrderTotal,5,decimal,NULL,18,2,NULL,NO
GoTicketsOrderMetric,EventOrderMetric,TotalWholesalePrice,6,decimal,NULL,18,2,NULL,NO
GoTicketsOrderMetric,EventOrderMetric,TotalEstimatedCommission,7,decimal,NULL,18,2,NULL,NO
GoTicketsOrderMetric,EventOrderMetric,SourceChangedTimestampUtc,8,datetime2,NULL,NULL,NULL,6,NO
GoTicketsOrderMetric,EventOrderMetric,CreatedTimestampUtc,9,datetime2,NULL,NULL,NULL,6,NO
GoTicketsOrderMetric,EventOrderMetric,UpdatedTimestampUtc,10,datetime2,NULL,NULL,NULL,6,NO
GoTicketsPerformanceMetric,GoogleAdsAdGroupPerformanceMetric,AdGroupId,1,bigint,NULL,19,0,NULL,NO
GoTicketsPerformanceMetric,GoogleAdsAdGroupPerformanceMetric,CalendarId,2,bigint,NULL,19,0,NULL,NO
GoTicketsPerformanceMetric,GoogleAdsAdGroupPerformanceMetric,CampaignId,3,bigint,NULL,19,0,NULL,NO
GoTicketsPerformanceMetric,GoogleAdsAdGroupPerformanceMetric,AccountId,4,bigint,NULL,19,0,NULL,NO
GoTicketsPerformanceMetric,GoogleAdsAdGroupPerformanceMetric,Impressions,5,bigint,NULL,19,0,NULL,NO
GoTicketsPerformanceMetric,GoogleAdsAdGroupPerformanceMetric,Cost,6,decimal,NULL,18,2,NULL,NO
GoTicketsPerformanceMetric,GoogleAdsAdGroupPerformanceMetric,Clicks,7,bigint,NULL,19,0,NULL,NO
GoTicketsPerformanceMetric,GoogleAdsAdGroupPerformanceMetric,TotalConversions,8,bigint,NULL,19,0,NULL,NO
GoTicketsPerformanceMetric,GoogleAdsAdGroupPerformanceMetric,TotalRevenue,9,decimal,NULL,18,2,NULL,NO
GoTicketsPerformanceMetric,GoogleAdsAdGroupPerformanceMetric,ProcessedConversions,10,bigint,NULL,19,0,NULL,NO
GoTicketsPerformanceMetric,GoogleAdsAdGroupPerformanceMetric,ProcessedRevenue,11,decimal,NULL,18,2,NULL,NO
GoTicketsPerformanceMetric,GoogleAdsAdGroupPerformanceMetric,PendingConversions,12,bigint,NULL,19,0,NULL,NO
GoTicketsPerformanceMetric,GoogleAdsAdGroupPerformanceMetric,PendingRevenue,13,decimal,NULL,18,2,NULL,NO
GoTicketsPerformanceMetric,GoogleAdsAdGroupPerformanceMetric,CancelledConversions,14,bigint,NULL,19,0,NULL,NO
GoTicketsPerformanceMetric,GoogleAdsAdGroupPerformanceMetric,CancelledRevenue,15,decimal,NULL,18,2,NULL,NO
GoTicketsPerformanceMetric,GoogleAdsAdGroupPerformanceMetric,ProcessedProfit,16,decimal,NULL,18,2,NULL,NO
GoTicketsPerformanceMetric,GoogleAdsAdGroupPerformanceMetric,ActiveProfit,17,decimal,NULL,18,2,NULL,NO
GoTicketsPerformanceMetric,GoogleAdsAdGroupPerformanceMetric,SourceChangedTimestampUtc,18,datetime2,NULL,NULL,NULL,6,NO
GoTicketsPerformanceMetric,GoogleAdsAdGroupPerformanceMetric,CreatedTimestampUtc,19,datetime2,NULL,NULL,NULL,6,NO
GoTicketsPerformanceMetric,GoogleAdsAdGroupPerformanceMetric,UpdatedTimestampUtc,20,datetime2,NULL,NULL,NULL,6,NO
GoTicketsPerformanceMetric,GoogleAdsCampaignPerformanceMetric,CampaignId,1,bigint,NULL,19,0,NULL,NO
GoTicketsPerformanceMetric,GoogleAdsCampaignPerformanceMetric,CalendarId,2,bigint,NULL,19,0,NULL,NO
GoTicketsPerformanceMetric,GoogleAdsCampaignPerformanceMetric,AccountId,3,bigint,NULL,19,0,NULL,NO
GoTicketsPerformanceMetric,GoogleAdsCampaignPerformanceMetric,Impressions,4,bigint,NULL,19,0,NULL,NO
GoTicketsPerformanceMetric,GoogleAdsCampaignPerformanceMetric,Cost,5,decimal,NULL,18,2,NULL,NO
GoTicketsPerformanceMetric,GoogleAdsCampaignPerformanceMetric,Clicks,6,bigint,NULL,19,0,NULL,NO
GoTicketsPerformanceMetric,GoogleAdsCampaignPerformanceMetric,TotalConversions,7,bigint,NULL,19,0,NULL,NO
GoTicketsPerformanceMetric,GoogleAdsCampaignPerformanceMetric,TotalRevenue,8,decimal,NULL,18,2,NULL,NO
GoTicketsPerformanceMetric,GoogleAdsCampaignPerformanceMetric,ProcessedConversions,9,bigint,NULL,19,0,NULL,NO
GoTicketsPerformanceMetric,GoogleAdsCampaignPerformanceMetric,ProcessedRevenue,10,decimal,NULL,18,2,NULL,NO
GoTicketsPerformanceMetric,GoogleAdsCampaignPerformanceMetric,PendingConversions,11,bigint,NULL,19,0,NULL,NO
GoTicketsPerformanceMetric,GoogleAdsCampaignPerformanceMetric,PendingRevenue,12,decimal,NULL,18,2,NULL,NO
GoTicketsPerformanceMetric,GoogleAdsCampaignPerformanceMetric,CancelledConversions,13,bigint,NULL,19,0,NULL,NO
GoTicketsPerformanceMetric,GoogleAdsCampaignPerformanceMetric,CancelledRevenue,14,decimal,NULL,18,2,NULL,NO
GoTicketsPerformanceMetric,GoogleAdsCampaignPerformanceMetric,ProcessedProfit,15,decimal,NULL,18,2,NULL,NO
GoTicketsPerformanceMetric,GoogleAdsCampaignPerformanceMetric,ActiveProfit,16,decimal,NULL,18,2,NULL,NO
GoTicketsPerformanceMetric,GoogleAdsCampaignPerformanceMetric,SourceChangedTimestampUtc,17,datetime2,NULL,NULL,NULL,6,NO
GoTicketsPerformanceMetric,GoogleAdsCampaignPerformanceMetric,CreatedTimestampUtc,18,datetime2,NULL,NULL,NULL,6,NO
GoTicketsPerformanceMetric,GoogleAdsCampaignPerformanceMetric,UpdatedTimestampUtc,19,datetime2,NULL,NULL,NULL,6,NO
GoTicketsPerformanceMetric,MicrosoftAdsAdGroupPerformanceMetric,AdGroupId,1,bigint,NULL,19,0,NULL,NO
GoTicketsPerformanceMetric,MicrosoftAdsAdGroupPerformanceMetric,CalendarId,2,bigint,NULL,19,0,NULL,NO
GoTicketsPerformanceMetric,MicrosoftAdsAdGroupPerformanceMetric,CampaignId,3,bigint,NULL,19,0,NULL,NO
GoTicketsPerformanceMetric,MicrosoftAdsAdGroupPerformanceMetric,AccountId,4,bigint,NULL,19,0,NULL,NO
GoTicketsPerformanceMetric,MicrosoftAdsAdGroupPerformanceMetric,Impressions,5,bigint,NULL,19,0,NULL,NO
GoTicketsPerformanceMetric,MicrosoftAdsAdGroupPerformanceMetric,Cost,6,decimal,NULL,18,2,NULL,NO
GoTicketsPerformanceMetric,MicrosoftAdsAdGroupPerformanceMetric,Clicks,7,bigint,NULL,19,0,NULL,NO
GoTicketsPerformanceMetric,MicrosoftAdsAdGroupPerformanceMetric,TotalConversions,8,bigint,NULL,19,0,NULL,NO
GoTicketsPerformanceMetric,MicrosoftAdsAdGroupPerformanceMetric,TotalRevenue,9,decimal,NULL,18,2,NULL,NO
GoTicketsPerformanceMetric,MicrosoftAdsAdGroupPerformanceMetric,ProcessedConversions,10,bigint,NULL,19,0,NULL,NO
GoTicketsPerformanceMetric,MicrosoftAdsAdGroupPerformanceMetric,ProcessedRevenue,11,decimal,NULL,18,2,NULL,NO
GoTicketsPerformanceMetric,MicrosoftAdsAdGroupPerformanceMetric,PendingConversions,12,bigint,NULL,19,0,NULL,NO
GoTicketsPerformanceMetric,MicrosoftAdsAdGroupPerformanceMetric,PendingRevenue,13,decimal,NULL,18,2,NULL,NO
GoTicketsPerformanceMetric,MicrosoftAdsAdGroupPerformanceMetric,CancelledConversions,14,bigint,NULL,19,0,NULL,NO
GoTicketsPerformanceMetric,MicrosoftAdsAdGroupPerformanceMetric,CancelledRevenue,15,decimal,NULL,18,2,NULL,NO
GoTicketsPerformanceMetric,MicrosoftAdsAdGroupPerformanceMetric,ProcessedProfit,16,decimal,NULL,18,2,NULL,NO
GoTicketsPerformanceMetric,MicrosoftAdsAdGroupPerformanceMetric,ActiveProfit,17,decimal,NULL,18,2,NULL,NO
GoTicketsPerformanceMetric,MicrosoftAdsAdGroupPerformanceMetric,SourceChangedTimestampUtc,18,datetime2,NULL,NULL,NULL,6,NO
GoTicketsPerformanceMetric,MicrosoftAdsAdGroupPerformanceMetric,CreatedTimestampUtc,19,datetime2,NULL,NULL,NULL,6,NO
GoTicketsPerformanceMetric,MicrosoftAdsAdGroupPerformanceMetric,UpdatedTimestampUtc,20,datetime2,NULL,NULL,NULL,6,NO
GoTicketsPerformanceMetric,MicrosoftAdsCampaignPerformanceMetric,CampaignId,1,bigint,NULL,19,0,NULL,NO
GoTicketsPerformanceMetric,MicrosoftAdsCampaignPerformanceMetric,CalendarId,2,bigint,NULL,19,0,NULL,NO
GoTicketsPerformanceMetric,MicrosoftAdsCampaignPerformanceMetric,AccountId,3,bigint,NULL,19,0,NULL,NO
GoTicketsPerformanceMetric,MicrosoftAdsCampaignPerformanceMetric,Impressions,4,bigint,NULL,19,0,NULL,NO
GoTicketsPerformanceMetric,MicrosoftAdsCampaignPerformanceMetric,Cost,5,decimal,NULL,18,2,NULL,NO
GoTicketsPerformanceMetric,MicrosoftAdsCampaignPerformanceMetric,Clicks,6,bigint,NULL,19,0,NULL,NO
GoTicketsPerformanceMetric,MicrosoftAdsCampaignPerformanceMetric,TotalConversions,7,bigint,NULL,19,0,NULL,NO
GoTicketsPerformanceMetric,MicrosoftAdsCampaignPerformanceMetric,TotalRevenue,8,decimal,NULL,18,2,NULL,NO
GoTicketsPerformanceMetric,MicrosoftAdsCampaignPerformanceMetric,ProcessedConversions,9,bigint,NULL,19,0,NULL,NO
GoTicketsPerformanceMetric,MicrosoftAdsCampaignPerformanceMetric,ProcessedRevenue,10,decimal,NULL,18,2,NULL,NO
GoTicketsPerformanceMetric,MicrosoftAdsCampaignPerformanceMetric,PendingConversions,11,bigint,NULL,19,0,NULL,NO
GoTicketsPerformanceMetric,MicrosoftAdsCampaignPerformanceMetric,PendingRevenue,12,decimal,NULL,18,2,NULL,NO
GoTicketsPerformanceMetric,MicrosoftAdsCampaignPerformanceMetric,CancelledConversions,13,bigint,NULL,19,0,NULL,NO
GoTicketsPerformanceMetric,MicrosoftAdsCampaignPerformanceMetric,CancelledRevenue,14,decimal,NULL,18,2,NULL,NO
GoTicketsPerformanceMetric,MicrosoftAdsCampaignPerformanceMetric,ProcessedProfit,15,decimal,NULL,18,2,NULL,NO
GoTicketsPerformanceMetric,MicrosoftAdsCampaignPerformanceMetric,ActiveProfit,16,decimal,NULL,18,2,NULL,NO
GoTicketsPerformanceMetric,MicrosoftAdsCampaignPerformanceMetric,SourceChangedTimestampUtc,17,datetime2,NULL,NULL,NULL,6,NO
GoTicketsPerformanceMetric,MicrosoftAdsCampaignPerformanceMetric,CreatedTimestampUtc,18,datetime2,NULL,NULL,NULL,6,NO
GoTicketsPerformanceMetric,MicrosoftAdsCampaignPerformanceMetric,UpdatedTimestampUtc,19,datetime2,NULL,NULL,NULL,6,NO
GoTicketsReportingAdManagement,PerformerAliasSummary,PerformerAliasId,1,bigint,NULL,19,0,NULL,NO
GoTicketsReportingAdManagement,PerformerAliasSummary,ExportType,2,varchar,100,NULL,NULL,NULL,NO
GoTicketsReportingAdManagement,PerformerAliasSummary,AssociatedMarketingImageCount,3,int,NULL,10,0,NULL,NO
GoTicketsReportingAdManagement,PerformerAliasSummary,ChangedBy,4,varchar,255,NULL,NULL,NULL,NO
GoTicketsReportingAdManagement,PerformerAliasSummary,PerformerId,5,bigint,NULL,19,0,NULL,NO
GoTicketsReportingAdManagement,PerformerAliasSummary,Status,6,varchar,100,NULL,NULL,NULL,NO
GoTicketsReportingAdManagement,PerformerAliasSummary,SourceChangedTimestampUtc,7,datetime2,NULL,NULL,NULL,6,NO
GoTicketsReportingAdManagement,PerformerAliasSummary,CreatedTimestampUtc,8,datetime2,NULL,NULL,NULL,6,NO
GoTicketsReportingAdManagement,PerformerAliasSummary,UpdatedTimestampUtc,9,datetime2,NULL,NULL,NULL,6,NO
GoTicketsReportingAdManagement,VenueAliasSummary,VenueAliasId,1,bigint,NULL,19,0,NULL,NO
GoTicketsReportingAdManagement,VenueAliasSummary,ExportType,2,varchar,100,NULL,NULL,NULL,NO
GoTicketsReportingAdManagement,VenueAliasSummary,AssociatedMarketingImageCount,3,int,NULL,10,0,NULL,NO
GoTicketsReportingAdManagement,VenueAliasSummary,ChangedBy,4,varchar,255,NULL,NULL,NULL,NO
GoTicketsReportingAdManagement,VenueAliasSummary,DisabledReason,5,varchar,500,NULL,NULL,NULL,YES
GoTicketsReportingAdManagement,VenueAliasSummary,Status,6,varchar,100,NULL,NULL,NULL,NO
GoTicketsReportingAdManagement,VenueAliasSummary,VenueId,7,bigint,NULL,19,0,NULL,NO
GoTicketsReportingAdManagement,VenueAliasSummary,SourceChangedTimestampUtc,8,datetime2,NULL,NULL,NULL,6,NO
GoTicketsReportingAdManagement,VenueAliasSummary,CreatedTimestampUtc,9,datetime2,NULL,NULL,NULL,6,NO
GoTicketsReportingAdManagement,VenueAliasSummary,UpdatedTimestampUtc,10,datetime2,NULL,NULL,NULL,6,NO
GoTicketsReportingGoogleAds,CampaignBudget,CampaignBudgetId,1,bigint,NULL,19,0,NULL,NO
GoTicketsReportingGoogleAds,CampaignBudget,AccountId,2,bigint,NULL,19,0,NULL,NO
GoTicketsReportingGoogleAds,CampaignBudget,Amount,3,decimal,NULL,18,2,NULL,NO
GoTicketsReportingGoogleAds,CampaignBudget,CampaignBudgetStatus,4,varchar,20,NULL,NULL,NULL,NO
GoTicketsReportingGoogleAds,CampaignBudget,SourceChangedTimestampUtc,5,datetime2,NULL,NULL,NULL,6,NO
GoTicketsReportingGoogleAds,CampaignBudget,CreatedTimestampUtc,6,datetime2,NULL,NULL,NULL,6,NO
GoTicketsReportingGoogleAds,CampaignBudget,UpdatedTimestampUtc,7,datetime2,NULL,NULL,NULL,6,NO
GoTicketsReportingOrderEstimate,EventClusterOrderEstimate,EventClusterId,1,bigint,NULL,19,0,NULL,NO
GoTicketsReportingOrderEstimate,EventClusterOrderEstimate,OrderEstimateStrategy,2,varchar,200,NULL,NULL,NULL,NO
GoTicketsReportingOrderEstimate,EventClusterOrderEstimate,AllOrderTotalOrderValueEstimate,3,decimal,NULL,18,2,NULL,NO
GoTicketsReportingOrderEstimate,EventClusterOrderEstimate,AllOrderNetCommissionEstimate,4,decimal,NULL,18,2,NULL,NO
GoTicketsReportingOrderEstimate,EventClusterOrderEstimate,AllOrderPastDays,5,int,NULL,10,0,NULL,NO
GoTicketsReportingOrderEstimate,EventClusterOrderEstimate,AllOrderOrderCount,6,int,NULL,10,0,NULL,NO
GoTicketsReportingOrderEstimate,EventClusterOrderEstimate,ActiveOrderTotalOrderValueEstimate,7,decimal,NULL,18,2,NULL,YES
GoTicketsReportingOrderEstimate,EventClusterOrderEstimate,ActiveOrderNetCommissionEstimate,8,decimal,NULL,18,2,NULL,YES
GoTicketsReportingOrderEstimate,EventClusterOrderEstimate,ActiveOrderPastDays,9,int,NULL,10,0,NULL,YES
GoTicketsReportingOrderEstimate,EventClusterOrderEstimate,ActiveOrderOrderCount,10,int,NULL,10,0,NULL,YES
GoTicketsReportingOrderEstimate,EventClusterOrderEstimate,CalculationTimestampUtc,11,datetime2,NULL,NULL,NULL,6,NO
GoTicketsReportingOrderEstimate,EventClusterOrderEstimate,SourceChangedTimestampUtc,12,datetime2,NULL,NULL,NULL,6,NO
GoTicketsReportingOrderEstimate,EventClusterOrderEstimate,CreatedTimestampUtc,13,datetime2,NULL,NULL,NULL,6,NO
GoTicketsReportingOrderEstimate,EventClusterOrderEstimate,UpdatedTimestampUtc,14,datetime2,NULL,NULL,NULL,6,NO
GoTicketsReportingOrderEstimate,PerformerOrderEstimate,PerformerId,1,bigint,NULL,19,0,NULL,NO
GoTicketsReportingOrderEstimate,PerformerOrderEstimate,OrderEstimateStrategy,2,varchar,200,NULL,NULL,NULL,NO
GoTicketsReportingOrderEstimate,PerformerOrderEstimate,AllOrderTotalOrderValueEstimate,3,decimal,NULL,18,2,NULL,NO
GoTicketsReportingOrderEstimate,PerformerOrderEstimate,AllOrderNetCommissionEstimate,4,decimal,NULL,18,2,NULL,NO
GoTicketsReportingOrderEstimate,PerformerOrderEstimate,AllOrderPastDays,5,int,NULL,10,0,NULL,NO
GoTicketsReportingOrderEstimate,PerformerOrderEstimate,AllOrderOrderCount,6,int,NULL,10,0,NULL,NO
GoTicketsReportingOrderEstimate,PerformerOrderEstimate,ActiveOrderTotalOrderValueEstimate,7,decimal,NULL,18,2,NULL,YES
GoTicketsReportingOrderEstimate,PerformerOrderEstimate,ActiveOrderNetCommissionEstimate,8,decimal,NULL,18,2,NULL,YES
GoTicketsReportingOrderEstimate,PerformerOrderEstimate,ActiveOrderPastDays,9,int,NULL,10,0,NULL,YES
GoTicketsReportingOrderEstimate,PerformerOrderEstimate,ActiveOrderOrderCount,10,int,NULL,10,0,NULL,YES
GoTicketsReportingOrderEstimate,PerformerOrderEstimate,CalculationTimestampUtc,11,datetime2,NULL,NULL,NULL,6,NO
GoTicketsReportingOrderEstimate,PerformerOrderEstimate,SourceChangedTimestampUtc,12,datetime2,NULL,NULL,NULL,6,NO
GoTicketsReportingOrderEstimate,PerformerOrderEstimate,CreatedTimestampUtc,13,datetime2,NULL,NULL,NULL,6,NO
GoTicketsReportingOrderEstimate,PerformerOrderEstimate,UpdatedTimestampUtc,14,datetime2,NULL,NULL,NULL,6,NO
GoTicketsReportingOrderEstimate,VenueOrderEstimate,VenueId,1,bigint,NULL,19,0,NULL,NO
GoTicketsReportingOrderEstimate,VenueOrderEstimate,OrderEstimateStrategy,2,varchar,200,NULL,NULL,NULL,NO
GoTicketsReportingOrderEstimate,VenueOrderEstimate,AllOrderTotalOrderValueEstimate,3,decimal,NULL,18,2,NULL,NO
GoTicketsReportingOrderEstimate,VenueOrderEstimate,AllOrderNetCommissionEstimate,4,decimal,NULL,18,2,NULL,NO
GoTicketsReportingOrderEstimate,VenueOrderEstimate,AllOrderPastDays,5,int,NULL,10,0,NULL,NO
GoTicketsReportingOrderEstimate,VenueOrderEstimate,AllOrderOrderCount,6,int,NULL,10,0,NULL,NO
GoTicketsReportingOrderEstimate,VenueOrderEstimate,ActiveOrderTotalOrderValueEstimate,7,decimal,NULL,18,2,NULL,YES
GoTicketsReportingOrderEstimate,VenueOrderEstimate,ActiveOrderNetCommissionEstimate,8,decimal,NULL,18,2,NULL,YES
GoTicketsReportingOrderEstimate,VenueOrderEstimate,ActiveOrderPastDays,9,int,NULL,10,0,NULL,YES
GoTicketsReportingOrderEstimate,VenueOrderEstimate,ActiveOrderOrderCount,10,int,NULL,10,0,NULL,YES
GoTicketsReportingOrderEstimate,VenueOrderEstimate,CalculationTimestampUtc,11,datetime2,NULL,NULL,NULL,6,NO
GoTicketsReportingOrderEstimate,VenueOrderEstimate,SourceChangedTimestampUtc,12,datetime2,NULL,NULL,NULL,6,NO
GoTicketsReportingOrderEstimate,VenueOrderEstimate,CreatedTimestampUtc,13,datetime2,NULL,NULL,NULL,6,NO
GoTicketsReportingOrderEstimate,VenueOrderEstimate,UpdatedTimestampUtc,14,datetime2,NULL,NULL,NULL,6,NO
GoTicketsWebsiteBronze,FunnelMetric,FunnelMetricIdentifier,1,varchar,36,NULL,NULL,NULL,NO
GoTicketsWebsiteBronze,FunnelMetric,TrafficSourceIdentifier,2,varchar,36,NULL,NULL,NULL,NO
GoTicketsWebsiteBronze,FunnelMetric,PageType,3,varchar,50,NULL,NULL,NULL,NO
GoTicketsWebsiteBronze,FunnelMetric,PageEntryType,4,varchar,50,NULL,NULL,NULL,NO
GoTicketsWebsiteBronze,FunnelMetric,ActivityStartTimestampUtc,5,datetime2,NULL,NULL,NULL,6,NO
GoTicketsWebsiteBronze,FunnelMetric,ActivityEndTimestampUtc,6,datetime2,NULL,NULL,NULL,6,NO
GoTicketsWebsiteBronze,FunnelMetric,TrafficSourceType,7,varchar,50,NULL,NULL,NULL,NO
GoTicketsWebsiteBronze,FunnelMetric,ImpressionCount,8,int,NULL,10,0,NULL,NO
GoTicketsWebsiteBronze,FunnelMetric,GoogleAdsCampaignId,9,bigint,NULL,19,0,NULL,YES
GoTicketsWebsiteBronze,FunnelMetric,GoogleAdsAdGroupId,10,bigint,NULL,19,0,NULL,YES
GoTicketsWebsiteBronze,FunnelMetric,MicrosoftAdsCampaignId,11,bigint,NULL,19,0,NULL,YES
GoTicketsWebsiteBronze,FunnelMetric,MicrosoftAdsAdGroupId,12,bigint,NULL,19,0,NULL,YES
GoTicketsWebsiteBronze,FunnelMetric,PushNotificationMessageType,13,varchar,200,NULL,NULL,NULL,YES
GoTicketsWebsiteBronze,FunnelMetric,SourceChangedTimestampUtc,14,datetime2,NULL,NULL,NULL,6,NO
GoTicketsWebsiteBronze,FunnelMetric,CreatedTimestampUtc,15,datetime2,NULL,NULL,NULL,6,NO
GoTicketsWebsiteBronze,FunnelMetric,UpdatedTimestampUtc,16,datetime2,NULL,NULL,NULL,6,NO
GoTicketsWebsiteBronze,OrderAttribution,OrderId,1,bigint,NULL,19,0,NULL,NO
GoTicketsWebsiteBronze,OrderAttribution,AttributionStrategy,2,varchar,200,NULL,NULL,NULL,NO
GoTicketsWebsiteBronze,OrderAttribution,GoogleAdsCampaignId,3,bigint,NULL,19,0,NULL,YES
GoTicketsWebsiteBronze,OrderAttribution,GoogleAdsAdGroupId,4,bigint,NULL,19,0,NULL,YES
GoTicketsWebsiteBronze,OrderAttribution,GoogleAdsAdId,5,bigint,NULL,19,0,NULL,YES
GoTicketsWebsiteBronze,OrderAttribution,GoogleAdsClickIdentifier,6,varchar,500,NULL,NULL,NULL,YES
GoTicketsWebsiteBronze,OrderAttribution,GoogleAdsClickIdentifierType,7,varchar,32,NULL,NULL,NULL,YES
GoTicketsWebsiteBronze,OrderAttribution,MicrosoftAdsCampaignId,8,bigint,NULL,19,0,NULL,YES
GoTicketsWebsiteBronze,OrderAttribution,MicrosoftAdsAdGroupId,9,bigint,NULL,19,0,NULL,YES
GoTicketsWebsiteBronze,OrderAttribution,MicrosoftAdsAdId,10,bigint,NULL,19,0,NULL,YES
GoTicketsWebsiteBronze,OrderAttribution,MicrosoftAdsClickIdentifier,11,varchar,512,NULL,NULL,NULL,YES
GoTicketsWebsiteBronze,OrderAttribution,PushNotificationClickIdentifier,12,varchar,512,NULL,NULL,NULL,YES
GoTicketsWebsiteBronze,OrderAttribution,UtmSource,13,varchar,512,NULL,NULL,NULL,YES
GoTicketsWebsiteBronze,OrderAttribution,UtmMedium,14,varchar,512,NULL,NULL,NULL,YES
GoTicketsWebsiteBronze,OrderAttribution,UtmCampaign,15,varchar,1024,NULL,NULL,NULL,YES
GoTicketsWebsiteBronze,OrderAttribution,UtmRequestQuery,16,varchar,-1,NULL,NULL,NULL,YES
GoTicketsWebsiteBronze,OrderAttribution,VisitorIdentifier,17,varchar,36,NULL,NULL,NULL,YES
GoTicketsWebsiteBronze,OrderAttribution,SourceChangedTimestampUtc,18,datetime2,NULL,NULL,NULL,6,NO
GoTicketsWebsiteBronze,OrderAttribution,CreatedTimestampUtc,19,datetime2,NULL,NULL,NULL,6,NO
GoTicketsWebsiteBronze,OrderAttribution,UpdatedTimestampUtc,20,datetime2,NULL,NULL,NULL,6,NO
GoTicketsWebsiteBronze,VisitorProfile,VisitorIdentifier,1,varchar,36,NULL,NULL,NULL,NO
GoTicketsWebsiteBronze,VisitorProfile,DeviceType,2,varchar,40,NULL,NULL,NULL,YES
GoTicketsWebsiteBronze,VisitorProfile,OperatingSystem,3,varchar,200,NULL,NULL,NULL,YES
GoTicketsWebsiteBronze,VisitorProfile,EmailHash,4,varchar,64,NULL,NULL,NULL,YES
GoTicketsWebsiteBronze,VisitorProfile,SourceChangedTimestampUtc,5,datetime2,NULL,NULL,NULL,6,NO
GoTicketsWebsiteBronze,VisitorProfile,CreatedTimestampUtc,6,datetime2,NULL,NULL,NULL,6,NO
GoTicketsWebsiteBronze,VisitorProfile,UpdatedTimestampUtc,7,datetime2,NULL,NULL,NULL,6,NO
GoogleAdsBronze,Account,AccountId,1,bigint,NULL,19,0,NULL,NO
GoogleAdsBronze,Account,AccountName,2,varchar,256,NULL,NULL,NULL,NO
GoogleAdsBronze,Account,CustomerStatus,3,varchar,50,NULL,NULL,NULL,NO
GoogleAdsBronze,Account,TrackingUrlTemplate,4,varchar,2048,NULL,NULL,NULL,YES
GoogleAdsBronze,Account,TimeZone,5,varchar,128,NULL,NULL,NULL,YES
GoogleAdsBronze,Account,IsManagerAccount,6,bit,NULL,NULL,NULL,NULL,NO
GoogleAdsBronze,Account,IsTestAccount,7,bit,NULL,NULL,NULL,NULL,NO
GoogleAdsBronze,Account,UpstreamUpdatedTimestampUtc,8,datetime2,NULL,NULL,NULL,6,NO
GoogleAdsBronze,Account,CreatedTimestampUtc,9,datetime2,NULL,NULL,NULL,6,NO
GoogleAdsBronze,Account,UpdatedTimestampUtc,10,datetime2,NULL,NULL,NULL,6,NO
GoogleAdsBronze,AccountManager,AccountId,1,bigint,NULL,19,0,NULL,NO
GoogleAdsBronze,AccountManager,ManagerId,2,bigint,NULL,19,0,NULL,NO
GoogleAdsBronze,AccountManager,CreatedTimestampUtc,3,datetime2,NULL,NULL,NULL,6,NO
GoogleAdsBronze,AdGroup,AdGroupId,1,bigint,NULL,19,0,NULL,NO
GoogleAdsBronze,AdGroup,AccountId,2,bigint,NULL,19,0,NULL,NO
GoogleAdsBronze,AdGroup,CampaignId,3,bigint,NULL,19,0,NULL,NO
GoogleAdsBronze,AdGroup,BaseAdGroupId,4,bigint,NULL,19,0,NULL,YES
GoogleAdsBronze,AdGroup,AdGroupName,5,varchar,256,NULL,NULL,NULL,NO
GoogleAdsBronze,AdGroup,AdGroupStatus,6,varchar,50,NULL,NULL,NULL,NO
GoogleAdsBronze,AdGroup,AdGroupType,7,varchar,50,NULL,NULL,NULL,NO
GoogleAdsBronze,AdGroup,CpcBid,8,decimal,NULL,18,4,NULL,YES
GoogleAdsBronze,AdGroup,TargetCpa,9,decimal,NULL,18,4,NULL,YES
GoogleAdsBronze,AdGroup,TargetCpaBiddingSource,10,varchar,50,NULL,NULL,NULL,NO
GoogleAdsBronze,AdGroup,TargetRoas,11,float,NULL,53,NULL,NULL,YES
GoogleAdsBronze,AdGroup,TargetRoasBiddingSource,12,varchar,50,NULL,NULL,NULL,NO
GoogleAdsBronze,AdGroup,UpstreamUpdatedTimestampUtc,13,datetime2,NULL,NULL,NULL,6,NO
