schema_name,table_name,column_id,column_name,data_type,max_length,precision,scale,is_nullable,pk_name,pk_ordinal,fk_name,fk_ordinal,ref_schema_name,ref_table_name,ref_column_name
GoTicketsBiddingMetric,GoogleAdsAdGroupBidChangeHistory,5,LastBidPublishSource,varchar,100,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsBiddingMetric,GoogleAdsAdGroupBidChangeHistory,6,LastBidPublishReason,varchar,1000,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsBiddingMetric,GoogleAdsAdGroupBidChangeHistory,7,LastBidPublishCalculationId,varchar,36,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsBiddingMetric,GoogleAdsAdGroupBidChangeHistory,8,LastCalculationSettingChangedTimestampUtc,datetime2,8,26,6,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsBiddingMetric,GoogleAdsAdGroupBidChangeHistory,9,LastCalculationSettingChangedType,varchar,200,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsBiddingMetric,GoogleAdsAdGroupBidChangeHistory,10,LastCalculationSettingChangedValue,decimal,9,10,4,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsBiddingMetric,GoogleAdsAdGroupBidChangeHistory,11,LastCalculationSettingChangedSource,varchar,100,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsBiddingMetric,GoogleAdsAdGroupBidChangeHistory,12,LastCalculationSettingChangedReason,varchar,1000,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsBiddingMetric,GoogleAdsAdGroupBidChangeHistory,13,LastCalculationSettingCalculationId,varchar,36,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsBiddingMetric,GoogleAdsAdGroupBidChangeHistory,14,ValidFromUtc,datetime2,8,26,6,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsBiddingMetric,GoogleAdsAdGroupBidChangeHistory,15,ValidToUtc,datetime2,8,26,6,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsBiddingMetric,GoogleAdsAdGroupBidChangeHistory,16,SourceChangedTimestampUtc,datetime2,8,26,6,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsBiddingMetric,GoogleAdsAdGroupBidChangeHistory,17,CreatedTimestampUtc,datetime2,8,26,6,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsBiddingMetric,GoogleAdsAdGroupBidChangeHistory,18,UpdatedTimestampUtc,datetime2,8,26,6,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsBiddingMetric,GoogleAdsCampaignBidChange,1,CampaignId,bigint,8,19,0,0,PK_GoogleAdsCampaignBidChange,1,NULL,NULL,NULL,NULL,NULL
GoTicketsBiddingMetric,GoogleAdsCampaignBidChange,2,LastBidPublishTimestampUtc,datetime2,8,26,6,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsBiddingMetric,GoogleAdsCampaignBidChange,3,LastBidPublishStrategy,varchar,200,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsBiddingMetric,GoogleAdsCampaignBidChange,4,LastBidPublishValue,decimal,9,10,4,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsBiddingMetric,GoogleAdsCampaignBidChange,5,LastBidPublishSource,varchar,100,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsBiddingMetric,GoogleAdsCampaignBidChange,6,LastBidPublishReason,varchar,1000,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsBiddingMetric,GoogleAdsCampaignBidChange,7,LastBidPublishCalculationId,varchar,36,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsBiddingMetric,GoogleAdsCampaignBidChange,8,LastCalculationSettingChangedTimestampUtc,datetime2,8,26,6,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsBiddingMetric,GoogleAdsCampaignBidChange,9,LastCalculationSettingChangedType,varchar,200,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsBiddingMetric,GoogleAdsCampaignBidChange,10,LastCalculationSettingChangedValue,decimal,9,10,4,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsBiddingMetric,GoogleAdsCampaignBidChange,11,LastCalculationSettingChangedSource,varchar,100,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsBiddingMetric,GoogleAdsCampaignBidChange,12,LastCalculationSettingChangedReason,varchar,1000,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsBiddingMetric,GoogleAdsCampaignBidChange,13,LastCalculationSettingCalculationId,varchar,36,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsBiddingMetric,GoogleAdsCampaignBidChange,14,ValidFromUtc,datetime2,8,26,6,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsBiddingMetric,GoogleAdsCampaignBidChange,15,ValidToUtc,datetime2,8,26,6,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsBiddingMetric,GoogleAdsCampaignBidChange,16,SourceChangedTimestampUtc,datetime2,8,26,6,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsBiddingMetric,GoogleAdsCampaignBidChange,17,CreatedTimestampUtc,datetime2,8,26,6,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsBiddingMetric,GoogleAdsCampaignBidChange,18,UpdatedTimestampUtc,datetime2,8,26,6,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsBiddingMetric,GoogleAdsCampaignBidChangeHistory,1,CampaignId,bigint,8,19,0,0,PK_GoogleAdsCampaignBidChangeHistory,1,NULL,NULL,NULL,NULL,NULL
GoTicketsBiddingMetric,GoogleAdsCampaignBidChangeHistory,2,LastBidPublishTimestampUtc,datetime2,8,26,6,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsBiddingMetric,GoogleAdsCampaignBidChangeHistory,3,LastBidPublishStrategy,varchar,200,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsBiddingMetric,GoogleAdsCampaignBidChangeHistory,4,LastBidPublishValue,decimal,9,10,4,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsBiddingMetric,GoogleAdsCampaignBidChangeHistory,5,LastBidPublishSource,varchar,100,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsBiddingMetric,GoogleAdsCampaignBidChangeHistory,6,LastBidPublishReason,varchar,1000,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsBiddingMetric,GoogleAdsCampaignBidChangeHistory,7,LastBidPublishCalculationId,varchar,36,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsBiddingMetric,GoogleAdsCampaignBidChangeHistory,8,LastCalculationSettingChangedTimestampUtc,datetime2,8,26,6,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsBiddingMetric,GoogleAdsCampaignBidChangeHistory,9,LastCalculationSettingChangedType,varchar,200,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsBiddingMetric,GoogleAdsCampaignBidChangeHistory,10,LastCalculationSettingChangedValue,decimal,9,10,4,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsBiddingMetric,GoogleAdsCampaignBidChangeHistory,11,LastCalculationSettingChangedSource,varchar,100,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsBiddingMetric,GoogleAdsCampaignBidChangeHistory,12,LastCalculationSettingChangedReason,varchar,1000,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsBiddingMetric,GoogleAdsCampaignBidChangeHistory,13,LastCalculationSettingCalculationId,varchar,36,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsBiddingMetric,GoogleAdsCampaignBidChangeHistory,14,ValidFromUtc,datetime2,8,26,6,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsBiddingMetric,GoogleAdsCampaignBidChangeHistory,15,ValidToUtc,datetime2,8,26,6,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsBiddingMetric,GoogleAdsCampaignBidChangeHistory,16,SourceChangedTimestampUtc,datetime2,8,26,6,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsBiddingMetric,GoogleAdsCampaignBidChangeHistory,17,CreatedTimestampUtc,datetime2,8,26,6,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsBiddingMetric,GoogleAdsCampaignBidChangeHistory,18,UpdatedTimestampUtc,datetime2,8,26,6,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsBiddingMetric,MicrosoftAdsAdGroupBidChange,1,AdGroupId,bigint,8,19,0,0,PK_MicrosoftAdsAdGroupBidChange,1,NULL,NULL,NULL,NULL,NULL
GoTicketsBiddingMetric,MicrosoftAdsAdGroupBidChange,2,LastBidPublishTimestampUtc,datetime2,8,26,6,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsBiddingMetric,MicrosoftAdsAdGroupBidChange,3,LastBidPublishStrategy,varchar,200,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsBiddingMetric,MicrosoftAdsAdGroupBidChange,4,LastBidPublishValue,decimal,9,10,4,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsBiddingMetric,MicrosoftAdsAdGroupBidChange,5,LastBidPublishSource,varchar,100,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsBiddingMetric,MicrosoftAdsAdGroupBidChange,6,LastBidPublishReason,varchar,1000,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsBiddingMetric,MicrosoftAdsAdGroupBidChange,7,LastBidPublishCalculationId,varchar,36,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsBiddingMetric,MicrosoftAdsAdGroupBidChange,8,LastCalculationSettingChangedTimestampUtc,datetime2,8,26,6,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsBiddingMetric,MicrosoftAdsAdGroupBidChange,9,LastCalculationSettingChangedType,varchar,200,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsBiddingMetric,MicrosoftAdsAdGroupBidChange,10,LastCalculationSettingChangedValue,decimal,9,10,4,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsBiddingMetric,MicrosoftAdsAdGroupBidChange,11,LastCalculationSettingChangedSource,varchar,100,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsBiddingMetric,MicrosoftAdsAdGroupBidChange,12,LastCalculationSettingChangedReason,varchar,1000,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsBiddingMetric,MicrosoftAdsAdGroupBidChange,13,LastCalculationSettingCalculationId,varchar,36,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsBiddingMetric,MicrosoftAdsAdGroupBidChange,14,ValidFromUtc,datetime2,8,26,6,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsBiddingMetric,MicrosoftAdsAdGroupBidChange,15,ValidToUtc,datetime2,8,26,6,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsBiddingMetric,MicrosoftAdsAdGroupBidChange,16,SourceChangedTimestampUtc,datetime2,8,26,6,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsBiddingMetric,MicrosoftAdsAdGroupBidChange,17,CreatedTimestampUtc,datetime2,8,26,6,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsBiddingMetric,MicrosoftAdsAdGroupBidChange,18,UpdatedTimestampUtc,datetime2,8,26,6,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsBiddingMetric,MicrosoftAdsAdGroupBidChangeHistory,1,AdGroupId,bigint,8,19,0,0,PK_MicrosoftAdsAdGroupBidChangeHistory,1,NULL,NULL,NULL,NULL,NULL
GoTicketsBiddingMetric,MicrosoftAdsAdGroupBidChangeHistory,2,LastBidPublishTimestampUtc,datetime2,8,26,6,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsBiddingMetric,MicrosoftAdsAdGroupBidChangeHistory,3,LastBidPublishStrategy,varchar,200,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsBiddingMetric,MicrosoftAdsAdGroupBidChangeHistory,4,LastBidPublishValue,decimal,9,10,4,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsBiddingMetric,MicrosoftAdsAdGroupBidChangeHistory,5,LastBidPublishSource,varchar,100,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsBiddingMetric,MicrosoftAdsAdGroupBidChangeHistory,6,LastBidPublishReason,varchar,1000,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsBiddingMetric,MicrosoftAdsAdGroupBidChangeHistory,7,LastBidPublishCalculationId,varchar,36,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsBiddingMetric,MicrosoftAdsAdGroupBidChangeHistory,8,LastCalculationSettingChangedTimestampUtc,datetime2,8,26,6,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsBiddingMetric,MicrosoftAdsAdGroupBidChangeHistory,9,LastCalculationSettingChangedType,varchar,200,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsBiddingMetric,MicrosoftAdsAdGroupBidChangeHistory,10,LastCalculationSettingChangedValue,decimal,9,10,4,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsBiddingMetric,MicrosoftAdsAdGroupBidChangeHistory,11,LastCalculationSettingChangedSource,varchar,100,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsBiddingMetric,MicrosoftAdsAdGroupBidChangeHistory,12,LastCalculationSettingChangedReason,varchar,1000,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsBiddingMetric,MicrosoftAdsAdGroupBidChangeHistory,13,LastCalculationSettingCalculationId,varchar,36,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsBiddingMetric,MicrosoftAdsAdGroupBidChangeHistory,14,ValidFromUtc,datetime2,8,26,6,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsBiddingMetric,MicrosoftAdsAdGroupBidChangeHistory,15,ValidToUtc,datetime2,8,26,6,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsBiddingMetric,MicrosoftAdsAdGroupBidChangeHistory,16,SourceChangedTimestampUtc,datetime2,8,26,6,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsBiddingMetric,MicrosoftAdsAdGroupBidChangeHistory,17,CreatedTimestampUtc,datetime2,8,26,6,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsBiddingMetric,MicrosoftAdsAdGroupBidChangeHistory,18,UpdatedTimestampUtc,datetime2,8,26,6,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsBiddingMetric,MicrosoftAdsCampaignBidChange,1,CampaignId,bigint,8,19,0,0,PK_MicrosoftAdsCampaignBidChange,1,NULL,NULL,NULL,NULL,NULL
GoTicketsBiddingMetric,MicrosoftAdsCampaignBidChange,2,LastBidPublishTimestampUtc,datetime2,8,26,6,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsBiddingMetric,MicrosoftAdsCampaignBidChange,3,LastBidPublishStrategy,varchar,200,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsBiddingMetric,MicrosoftAdsCampaignBidChange,4,LastBidPublishValue,decimal,9,10,4,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsBiddingMetric,MicrosoftAdsCampaignBidChange,5,LastBidPublishSource,varchar,100,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsBiddingMetric,MicrosoftAdsCampaignBidChange,6,LastBidPublishReason,varchar,1000,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsBiddingMetric,MicrosoftAdsCampaignBidChange,7,LastBidPublishCalculationId,varchar,36,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsBiddingMetric,MicrosoftAdsCampaignBidChange,8,LastCalculationSettingChangedTimestampUtc,datetime2,8,26,6,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsBiddingMetric,MicrosoftAdsCampaignBidChange,9,LastCalculationSettingChangedType,varchar,200,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsBiddingMetric,MicrosoftAdsCampaignBidChange,10,LastCalculationSettingChangedValue,decimal,9,10,4,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsBiddingMetric,MicrosoftAdsCampaignBidChange,11,LastCalculationSettingChangedSource,varchar,100,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsBiddingMetric,MicrosoftAdsCampaignBidChange,12,LastCalculationSettingChangedReason,varchar,1000,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsBiddingMetric,MicrosoftAdsCampaignBidChange,13,LastCalculationSettingCalculationId,varchar,36,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsBiddingMetric,MicrosoftAdsCampaignBidChange,14,ValidFromUtc,datetime2,8,26,6,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsBiddingMetric,MicrosoftAdsCampaignBidChange,15,ValidToUtc,datetime2,8,26,6,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsBiddingMetric,MicrosoftAdsCampaignBidChange,16,SourceChangedTimestampUtc,datetime2,8,26,6,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsBiddingMetric,MicrosoftAdsCampaignBidChange,17,CreatedTimestampUtc,datetime2,8,26,6,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsBiddingMetric,MicrosoftAdsCampaignBidChange,18,UpdatedTimestampUtc,datetime2,8,26,6,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsBiddingMetric,MicrosoftAdsCampaignBidChangeHistory,1,CampaignId,bigint,8,19,0,0,PK_MicrosoftAdsCampaignBidChangeHistory,1,NULL,NULL,NULL,NULL,NULL
GoTicketsBiddingMetric,MicrosoftAdsCampaignBidChangeHistory,2,LastBidPublishTimestampUtc,datetime2,8,26,6,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsBiddingMetric,MicrosoftAdsCampaignBidChangeHistory,3,LastBidPublishStrategy,varchar,200,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsBiddingMetric,MicrosoftAdsCampaignBidChangeHistory,4,LastBidPublishValue,decimal,9,10,4,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsBiddingMetric,MicrosoftAdsCampaignBidChangeHistory,5,LastBidPublishSource,varchar,100,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsBiddingMetric,MicrosoftAdsCampaignBidChangeHistory,6,LastBidPublishReason,varchar,1000,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsBiddingMetric,MicrosoftAdsCampaignBidChangeHistory,7,LastBidPublishCalculationId,varchar,36,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsBiddingMetric,MicrosoftAdsCampaignBidChangeHistory,8,LastCalculationSettingChangedTimestampUtc,datetime2,8,26,6,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsBiddingMetric,MicrosoftAdsCampaignBidChangeHistory,9,LastCalculationSettingChangedType,varchar,200,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsBiddingMetric,MicrosoftAdsCampaignBidChangeHistory,10,LastCalculationSettingChangedValue,decimal,9,10,4,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsBiddingMetric,MicrosoftAdsCampaignBidChangeHistory,11,LastCalculationSettingChangedSource,varchar,100,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsBiddingMetric,MicrosoftAdsCampaignBidChangeHistory,12,LastCalculationSettingChangedReason,varchar,1000,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsBiddingMetric,MicrosoftAdsCampaignBidChangeHistory,13,LastCalculationSettingCalculationId,varchar,36,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsBiddingMetric,MicrosoftAdsCampaignBidChangeHistory,14,ValidFromUtc,datetime2,8,26,6,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsBiddingMetric,MicrosoftAdsCampaignBidChangeHistory,15,ValidToUtc,datetime2,8,26,6,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsBiddingMetric,MicrosoftAdsCampaignBidChangeHistory,16,SourceChangedTimestampUtc,datetime2,8,26,6,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsBiddingMetric,MicrosoftAdsCampaignBidChangeHistory,17,CreatedTimestampUtc,datetime2,8,26,6,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsBiddingMetric,MicrosoftAdsCampaignBidChangeHistory,18,UpdatedTimestampUtc,datetime2,8,26,6,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsBronze,Category,1,CategoryId,bigint,8,19,0,0,PK_Category,1,NULL,NULL,NULL,NULL,NULL
GoTicketsBronze,Category,2,CategoryName,varchar,200,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsBronze,Category,3,EventType,varchar,100,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsBronze,Category,4,ParentCategoryId,bigint,8,19,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsBronze,Category,5,OriginCreatedTimestampUtc,datetime2,8,26,6,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsBronze,Category,6,OriginUpdatedTimestampUtc,datetime2,8,26,6,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsBronze,Category,7,UpstreamUpdatedTimestampUtc,datetime2,8,26,6,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsBronze,Category,8,CreatedTimestampUtc,datetime2,8,26,6,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsBronze,Category,9,UpdatedTimestampUtc,datetime2,8,26,6,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsBronze,Event,1,EventId,bigint,8,19,0,0,PK_Event,1,NULL,NULL,NULL,NULL,NULL
GoTicketsBronze,Event,2,EventName,varchar,500,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsBronze,Event,3,EventDateTimeLocal,datetime2,8,26,6,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsBronze,Event,4,EventStatus,varchar,20,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsBronze,Event,5,EventTimestampUtc,datetime2,8,26,6,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsBronze,Event,6,IfNecessary,bit,1,1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsBronze,Event,7,IsDateTbd,bit,1,1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsBronze,Event,8,IsMultiDate,bit,1,1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsBronze,Event,9,IsParking,bit,1,1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsBronze,Event,10,IsTimeTbd,bit,1,1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsBronze,Event,11,MergedToEventId,bigint,8,19,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsBronze,Event,12,MinimumAge,int,4,10,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsBronze,Event,13,ParkingEventId,bigint,8,19,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsBronze,Event,14,VenueConfigurationId,bigint,8,19,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsBronze,Event,15,VenueId,bigint,8,19,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsBronze,Event,16,HasListings,bit,1,1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsBronze,Event,17,OriginCreatedTimestampUtc,datetime2,8,26,6,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsBronze,Event,18,OriginUpdatedTimestampUtc,datetime2,8,26,6,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsBronze,Event,19,CreatedTimestampUtc,datetime2,8,26,6,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsBronze,Event,20,UpdatedTimestampUtc,datetime2,8,26,6,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsBronze,Event,21,UpstreamUpdatedTimestampUtc,datetime2,8,26,6,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsBronze,EventPerformer,1,EventId,bigint,8,19,0,0,PK_EventPerformer,1,NULL,NULL,NULL,NULL,NULL
GoTicketsBronze,EventPerformer,2,PerformerId,bigint,8,19,0,0,PK_EventPerformer,2,NULL,NULL,NULL,NULL,NULL
GoTicketsBronze,EventPerformer,3,IsMaster,bit,1,1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsBronze,EventPerformer,4,CreatedTimestampUtc,datetime2,8,26,6,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsBronze,EventPerformer,5,UpdatedTimestampUtc,datetime2,8,26,6,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsBronze,EventPerformer,6,UpstreamUpdatedTimestampUtc,datetime2,8,26,6,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsBronze,EventStats,1,EventId,bigint,8,19,0,0,PK_EventStats,1,NULL,NULL,NULL,NULL,NULL
GoTicketsBronze,EventStats,2,ListingCount,int,4,10,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsBronze,EventStats,3,SeatListingCount,int,4,10,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsBronze,EventStats,4,ArbListingCount,int,4,10,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsBronze,EventStats,5,ZoneListingCount,int,4,10,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsBronze,EventStats,6,ListingQuantity,int,4,10,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsBronze,EventStats,7,ZoneListingQuantity,int,4,10,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsBronze,EventStats,8,ArbListingQuantity,int,4,10,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
GoTicketsBronze,EventStats,9,OneQuantityListingCount,int,4,10,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
